Date,Store_ID,Product_ID,Category,Region,Inventory Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
17-11-2023,DMART_BLR_03,PROD_00136,Stationery,South,6139,597,0,776,442.88,0.2,RAINY,Diwali Sale,414.39,High
08-31-2023,DMART_CHN_04,PROD_00099,Toys,South,465,12,452,152,13437.15,0.51,,Christmas Sale,11850.63,Medium
07-30-2023,DMART_MUM_01,PROD_00038,Toys,West,94,89,47,91,1031.91,0.38,RAINY,Onam Festival,1279.04,Slow
31-08-2024,DMART_BLR_03,PROD_00405,Furniture,South,422,332,423,463,10716.03,0.06,Mist,Navratri,13735.66,Normal
09-11-2022,RELIANCE_LKW_01,PROD_00475,home,North,887,448,310,657,3023.82,0.14,Windy,Christmas Sale,2364.09,High
24-11-2023,DMART_CHN_04,PROD_00222,Automotive,South,539,669,459,715,3658.75,0.11,CLOUDY,Independence Day,3140.52,High
12-02-2024,AMAZON_DEL_01,PROD_00117,Books,North,322,219,140,176,477.01,0.19,sunny,0,633.36,Off-season
16-01-2022,DMART_CHN_04,PROD_00028,HOME & KITCHEN,South,187,154,102,144,2307.35,0.28,rain,Christmas Sale,2567.28,Slow
07-09-2023,Spencer_CHN_01,PROD_00010,clothing,South,,322,762,291,,0.09,windy,FALSE,1680.32,Normal
26-01-2024,RELIANCE_LKW_01,PROD_00338,Electronics,North,700,207,255,236,17584.14,0.21,rain,None,16980.49,Slow
03-15-2022,AMAZON_MUM_02,PROD_00172,Sport,West,2014,3,1605,847,2479.96,0.39,Foggy,New Year Sale,2046.45,Average
06-10-2022,DMART_CHN_04,PROD_00119,Automotive,South,94,33,49,66,3120.32,0.13,windy,0,3273.26,Festive
01-11-2023,DMART_MUM_01,PROD_00289,Book,West,695,641,645,823,429.75,0.05,foggy,TRUE,436.74,Peak
11-08-2024,RELIANCE_LKW_01,PROD_00378,Toys,North,80330,24558,56363,36077,,0.45,foggy,1,1011.48,Average
15-03-2024,DMART_DEL_02,PROD_00081,Grocery,North,1003,371,1051,479,308.22,0.01,stormy,Holi Offer,337.51,Average
30-06-2024,FLIPKART_PUN_02,PROD_00298,Toy,West,2348,681,2011,893,1114.86,,cloudy,1,1381.93,Slow
17-08-2024,JIOMART_PAT_01,PROD_00240,Fitness,East,112,69,52,77,1637.3,0.4,Storm,1,1581.12,Peak
10-16-2022,DMART_CHN_04,PROD_00212,Furnishings,South,1023,603,413,806,9465.52,0.26,,New Year Sale,12377.89,High
29-12-2024,FLIPKART_BLR_01,PROD_00137,Beauty,South,411,162,190,132,717.55,0.23,Wet,FALSE,853.43,High
12-02-2023,DMART_DEL_02,PROD_00389,Home&Kitchen,North,11069,295,0,369,2484.04,0.23,RAINY,Diwali Sale,2210.22,Low
26-08-2024,BIGBAZAAR_NGP_01,PROD_00283,Furniture,West,845,496,435,620,15704.62,0.05,foggy,Holi Offer,14912.44,Average
16-01-2023,Spencer_CHN_01,PROD_00084,Book,South,1219,490,808,663,458.93,0.17,WINDY,New Year Sale,515.91,Slow
11-08-2024,AMAZON_MUM_02,PROD_00259,beauty,West,222,158,257,169,1103.92,0.35,,Independence Day,1087.67,Normal
03-05-2022,LOCALMART_JDP_01,PROD_00161,Toy,West,986,742,699,693,1136.48,0.29,,Navratri,1317.79,Normal
29-09-2023,MEESHO_KOL_01,PROD_00239,CLOTHING,East,223,157,225,112,,0.41,Thunderstorm,0,1403.93,Average
24-11-2023,AMAZON_DEL_01,PROD_00394,automotive,North,1481,7,1323,1002,4084.36,0.55,stormy,1,3131.4,High
14-01-2022,DMART_MUM_01,PROD_00141,Apparel,West,48,411,53,576,1122.73,0.33,foggy,Navratri,1224.69,Low
01-11-2023,LOCALMART_JDP_01,PROD_00237,GROCERY,West,786,378,630,281,375.47,0.28,FOG,Holi Offer,608.06,Festive
29-11-2023,MEESHO_KOL_01,PROD_00427,sports,East,701,303,837,179,2006.21,0.21,Stormy,FALSE,2467.13,Peak
06-12-2022,LOCALMART_JDP_01,PROD_00040,TOYS,West,754,287,530,387,866.48,0.09,Rainy,FALSE,756.83,Peak
10-05-2024,Spencer_CHN_01,PROD_00467,Automotive,South,1663,673,1058,982,3920.75,0.4,STORM,TRUE,4658.83,Medium
03-02-2024,MEESHO_KOL_01,PROD_00002,groc,East,281,111,277,88,372.94,0.19,SUN,FALSE,444.46,Off-season
20-12-2024,MEESHO_HYD_02,PROD_00270,Sport,South,1475,453,1297,655,1481.06,0.16,Foggy,FALSE,1310.96,Peak
01-24-2024,AMAZON_MUM_02,PROD_00052,books,West,,255,297,235,439.3,0.12,Fog,0,468.92,Slow
01-07-2022,DMART_BLR_03,PROD_00450,AUTO,South,585,192,553,147,4105.18,0.11,Wet,FALSE,4707.68,Low
18-10-2023,LOCALMART_JDP_01,PROD_00068,Book,West,3197,1031,3405,1408,558.97,0.05,Stormy,TRUE,531.23,Peak
26-04-2024,DMART_DEL_02,PROD_00146,cosmetics,North,16265,16610,0,11433,758.06,0.14,Foggy,1,845.17,Average
24-03-2024,LOCALMART_JDP_01,PROD_00243,Toy,West,79,76,38,49,1136.83,0.33,Thunderstorm,Independence Day,1106.06,Normal
27-09-2024,BIGBAZAAR_NGP_01,PROD_00134,Auto,West,107,34,37,27,3788.01,0.38,overcast,Navratri,4528.83,Average
27-09-2023,AMAZON_MUM_02,PROD_00295,TOYS,West,254,0,233,607,47.5,0.2,clear,FALSE,1221.42,Average
15-06-2022,Spencer_CHN_01,PROD_00325,GROCERY,South,,63,87,93,395.8,0.2,,0,388.25,Medium
17-09-2022,FLIPKART_PUN_02,PROD_00018,Cosmetics,West,277,230,157,223,1015.27,0.06,overcast,Republic Day,819.19,Average
21-08-2022,FLIPKART_PUN_02,PROD_00376,Home & Kitchen,West,471,384,214,366,2279.7,0.36,cloudy,Christmas Sale,2817.78,Average
11-01-2024,FLIPKART_PUN_02,PROD_00165,Book,West,810,13,702,206,472.04,0.41,Overcast,TRUE,423.79,Off-season
23-03-2022,AMAZON_DEL_01,PROD_00454,ELECTRONICS,North,840,263,346,269,16522.02,0.44,Sunny,Diwali Sale,14483.67,Medium
07-04-2023,DMART_DEL_02,PROD_00255,cosmetics,North,46,19,17,9,709.29,0.14,Rain,TRUE,842.58,Medium
26-04-2023,RELIANCE_LKW_01,PROD_00478,Kitchen,North,85901,24848,102826,35484,2787.52,0.35,Drizzle,None,3366.21,Medium
08-04-2023,DMART_BLR_03,PROD_00115,Home,South,418,324,450,318,2639.08,0.02,Breezy,Onam Festival,2923.36,Normal
04-19-2024,BIGBAZAAR_NGP_01,PROD_00291,Automotive,West,293,14,306,131,3034,0.5,Storm,none,3496.8,Medium
14-11-2024,DMART_MUM_01,PROD_00419,Book,West,514,254,548,335,463.86,0.06,Mist,Diwali Sale,382.49,High
23-03-2024,MEESHO_KOL_01,PROD_00429,electronics,East,824,237,809,238,,0.1,Mist,Christmas Sale,14299.13,Normal
15-06-2022,MEESHO_HYD_02,PROD_00261,Toy,South,785,14,745,413,835.72,,Clear,Christmas Sale,802.83,Slow
06-26-2022,LOCALMART_JDP_01,PROD_00007,furniture,West,1714,536,848,536,12942.65,0.17,SUN,Diwali Sale,14006.94,Low
24-03-2025,Spencer_CHN_01,PROD_00251,Cosmetics,South,495,167,450,178,922.03,0.41,Mist,none,1177.84,Average
02-13-2023,DMART_BLR_03,PROD_00210,cosmetics,South,800,233,348,261,,0.1,cloudy,none,754.52,Off-season
21-12-2024,FLIPKART_PUN_02,PROD_00464,Automotive,West,,1370,2635,1520,3726.54,0.38,,Diwali Sale,3119.69,Peak
11-27-2023,JIOMART_PAT_01,PROD_00424,Books,East,221,146,260,148,398.83,0.43,Overcast,Holi Offer,509.26,Festive
11-17-2023,DMART_BLR_03,PROD_00123,CLOTHING,South,856,256,815,272,910.58,0.39,RAINY,Christmas Sale,1126.41,High
11-25-2022,MEESHO_KOL_01,PROD_00242,Electronics,East,760,624,881,576,11063.26,0.26,,Eid Special,9829.58,High
01-07-2023,JIOMART_PAT_01,PROD_00198,electronics,East,111,101,128,81,16688.38,0.35,SUNNY,TRUE,14782.66,Slow
24-01-2024,MEESHO_HYD_02,PROD_00496,Electronic,South,597,201,476,256,16023.54,0.02,Stormy,FALSE,13234.58,Off-season
03-08-2023,AMAZON_MUM_02,PROD_00482,ELECTRONICS,West,1251,472,939,682,15175.93,0.3,Clear,Holi Offer,17991.65,Medium
17-12-2022,DMART_BLR_03,PROD_00256,Groceries,South,1147,789,1183,518,338.63,0.26,Thunderstorm,Onam Festival,433.82,Festive
17-02-2023,AMAZON_MUM_02,PROD_00051,Furnishings,West,1142,393,527,531,16552.16,0.02,Wet,TRUE,15265.45,Low
28-03-2023,DMART_MUM_01,PROD_00478,BOOKS,West,326,159,369,135,543.49,0.31,RAINY,FALSE,492.89,Average
05-03-2022,DMART_MUM_01,PROD_00400,Elec,West,326,13,295,114,18699.49,0.61,foggy,Onam Festival,18986.71,Normal
22-07-2024,AMAZON_MUM_02,PROD_00201,clothing,West,893,0,970,409,60,0,rain,New Year Sale,1827,Low
12-11-2023,DMART_DEL_02,PROD_00232,Fitness,North,1457,496,1630,408,2162.06,,Overcast,FALSE,2633.28,Festive
13-12-2023,MEESHO_HYD_02,PROD_00143,apparel,South,2166,940,2430,991,1317.25,0.11,Breezy,1,1253.03,Festive
28-11-2022,FLIPKART_BLR_01,PROD_00029,Sport,South,19033,182,0,157,2063.14,0.14,RAINY,Holi Offer,2708.8,Peak
07-11-2024,DMART_CHN_04,PROD_00037,automotive,South,1133,435,752,537,2976.14,0.4,rainy,Diwali Sale,2847.3,Slow
11-05-2025,MEESHO_KOL_01,PROD_00066,ELECTRONICS,East,109,51,47,27,16868.44,0.07,WINDY,Diwali Sale,14047.55,Average
04-09-2023,LOCALMART_JDP_01,PROD_00122,beauty,West,340,107,370,84,732.22,0,Mist,Republic Day,734.68,Medium
10-11-2023,FLIPKART_PUN_02,PROD_00314,HOME & KITCHEN,West,2203,854,842,570,2956.28,0.18,Drizzle,Onam Festival,2206.35,High
23-06-2022,LOCALMART_JDP_01,PROD_00185,Toys,West,6267,167,0,108,1258.15,0.21,,TRUE,1055.65,Slow
03-23-2023,DMART_MUM_01,PROD_00319,Sports,West,677,250,498,360,2331.4,0.15,STORM,0,2028.77,Peak
21-08-2023,DMART_DEL_02,PROD_00493,Stationery,North,438,187,334,298,454.75,0.03,FOG,Onam Festival,476.64,Medium
24-07-2023,FLIPKART_BLR_01,PROD_00063,Clothing,South,718,266,485,277,1026.35,0.22,SUNNY,NO,1219.4,Off-season
08-02-2023,MEESHO_HYD_02,PROD_00123,Car Accessories,South,209,125,195,124,3482.08,0.41,Breezy,Independence Day,3523.12,Low
01-02-2025,MEESHO_HYD_02,PROD_00087,Cosmetics,South,291,13,134,626,684.24,0.35,RAINY,NO,562.4,Slow
08-05-2022,DMART_MUM_01,PROD_00294,AUTO,West,27066,23737,30513,29928,4627.33,0.37,CLOUDY,New Year Sale,3820.68,Medium
28-07-2022,Spencer_CHN_01,PROD_00358,Furnishings,South,252,168,99,144,,0.07,WINDY,None,14806.57,Low
17-06-2024,LOCALMART_JDP_01,PROD_00209,BEAUTY,West,33,22,37,23,,0.39,Rain,Holi Offer,921.79,Low
11-23-2023,MEESHO_KOL_01,PROD_00330,apparel,East,54,18,36,15,1334.76,0.41,Clear,0,1106.6,High
08-28-2024,FLIPKART_BLR_01,PROD_00304,FURNITURE,South,648,282,681,207,,0.27,rainy,Independence Day,13157.3,Normal
29-05-2022,Spencer_CHN_01,PROD_00441,Toys,South,213,117,92,122,1070.52,0.43,FOG,none,1293.14,Average
25-05-2022,Spencer_CHN_01,PROD_00156,BEAUTY,South,643,252,627,179,835.61,0.43,RAINY,Navratri,911.42,Average
08-02-2022,DMART_BLR_03,PROD_00495,toys,South,351,198,362,204,1046.57,0.34,Overcast,0,1020.69,Average
11-28-2024,FLIPKART_PUN_02,PROD_00227,FURNITURE,West,18524,613,0,484,11696.6,0.2,Foggy,Diwali Sale,14926.55,High
24-12-2023,DMART_DEL_02,PROD_00259,Sports,North,2139,639,1475,688,2046.93,0.12,foggy,TRUE,1652.4,Peak
24-01-2024,MEESHO_HYD_02,PROD_00127,TOYS,South,86,52,97,51,951.13,0.06,Breezy,Diwali Sale,779.85,Off-season
13-11-2024,DMART_BLR_03,PROD_00359,Groceries,South,669,263,477,170,309.52,0.45,WINDY,0,316.74,Festive
12-05-2022,DMART_DEL_02,PROD_00372,ELECTRONICS,North,320,314,175,322,19099.88,0.22,Clear,NO,18335.74,Medium
17-12-2024,JIOMART_PAT_01,PROD_00471,AUTO,East,337,171,387,92,3170.37,0.03,Fog,NO,3353.45,Festive
11-03-2023,BIGBAZAAR_NGP_01,PROD_00390,Home,West,568,47,234,346,2673.09,0.04,Thunderstorm,NO,2116.71,High
23-06-2024,MEESHO_HYD_02,PROD_00353,ELECTRONICS,South,1067,485,750,481,13539.8,0.19,rain,Holi Offer,11477.53,Slow
06-10-2022,MEESHO_HYD_02,PROD_00328,home,South,978,1430,1106,1432,2006.02,,FOG,Independence Day,1573.94,High
09-07-2022,AMAZON_MUM_02,PROD_00031,Toy,West,210,112,211,136,1159.91,0.19,SUN,None,1395.64,Low
01-06-2022,AMAZON_DEL_01,PROD_00172,Electronics,North,716,251,372,314,15925.79,0.12,rain,Independence Day,15689.87,Low
14-06-2022,DMART_BLR_03,PROD_00203,Electrnics,South,1085,491,595,489,,0.32,,Onam Festival,18166.79,Low
08-02-2024,LOCALMART_JDP_01,PROD_00198,Sport,West,225,185,184,191,1581.51,0.14,STORM,Christmas Sale,1650.39,Low
18-10-2022,AMAZON_MUM_02,PROD_00331,Cosmetics,West,869,569,301,791,930.03,0.27,rainy,New Year Sale,934.84,Peak
08-04-2022,DMART_BLR_03,PROD_00040,electronics,South,365,215,359,168,13738.38,0.37,Breezy,NO,12940.04,Average
02-04-2022,AMAZON_MUM_02,PROD_00298,GROCERY,West,1001,445,1196,419,383.22,0.34,,Navratri,371.71,Medium
19-07-2023,MEESHO_KOL_01,PROD_00157,Books,East,878,412,369,289,346.31,0.3,foggy,New Year Sale,338.73,Off-season
07-07-2024,DMART_BLR_03,PROD_00465,groceries,South,480,321,523,473,374.57,,Rainy,Holi Offer,404.8,Slow
30-09-2023,LOCALMART_JDP_01,PROD_00148,clothing,West,,247,206,314,1136.86,0.33,Storm,0,1217.79,Average
24-06-2024,FLIPKART_PUN_02,PROD_00143,Toy,West,1373,444,1583,498,1010.97,0.26,Storm,Diwali Sale,1081.86,Peak
12-05-2024,LOCALMART_JDP_01,PROD_00092,cosmetics,West,560,168,655,125,806.08,0.35,Fog,Eid Special,889.63,Medium
17-08-2024,Spencer_CHN_01,PROD_00440,Electrnics,South,427,0,224,345,750,0.16,sunny,New Year Sale,20241.18,Normal
24-12-2024,FLIPKART_PUN_02,PROD_00109,AUTO,West,1574,455,531,499,4423.49,0.39,Windy,Eid Special,3764.55,High
11-03-2024,DMART_CHN_04,PROD_00487,Electrnics,South,548,215,421,158,13245.57,0.23,RAINY,Republic Day,14231.91,Average
25-03-2024,DMART_MUM_01,PROD_00418,Book,West,416,315,324,192,527.06,0.34,CLOUDY,Diwali Sale,692.95,Medium
13-05-2022,BIGBAZAAR_NGP_01,PROD_00413,Clothes,West,,200,312,214,1172.02,0.39,CLOUDY,NO,1616.54,Medium
03-17-2024,BIGBAZAAR_NGP_01,PROD_00175,Books,West,,321,279,429,,0.11,FOG,FALSE,459.28,Average
08-09-2023,AMAZON_DEL_01,PROD_00437,beauty,North,453,3,496,384,,0.38,Rain,Navratri,815.56,Medium
06-10-2024,LOCALMART_JDP_01,PROD_00311,Electronics,West,2031,826,710,1077,18846.57,0.44,STORM,Eid Special,22995.52,High
14-06-2023,DMART_MUM_01,PROD_00357,books,West,418,368,240,236,420.26,0.2,STORM,1,373.62,Slow
23-01-2023,AMAZON_DEL_01,PROD_00047,Home,North,65,65,27,81,,0.45,stormy,NO,2047.57,Low
01-06-2023,MEESHO_KOL_01,PROD_00470,Electronic,East,15087,46,0,30,,0.22,RAINY,Eid Special,14147.22,Low
06-04-2023,AMAZON_MUM_02,PROD_00250,Stationery,West,281,10,228,298,,0.5,Windy,none,371.49,Normal
02-12-2024,DMART_CHN_04,PROD_00479,Groceries,South,26394,15564,23321,14376,339.11,0.22,Mist,FALSE,316.84,High
14-10-2024,FLIPKART_PUN_02,PROD_00035,apparel,West,935,592,301,688,1544.19,0.16,Fair,New Year Sale,1862.94,High
02-09-2022,FLIPKART_PUN_02,PROD_00409,Home&Kitchen,West,1469,503,755,501,3232.79,0.16,rainy,New Year Sale,3274.02,Normal
27-09-2024,BIGBAZAAR_NGP_01,PROD_00312,Kids,West,1042,370,805,246,872.22,0.27,Fog,FALSE,754.09,Normal
31-07-2023,DMART_MUM_01,PROD_00460,toys,West,515,297,428,200,1245.66,0.11,Mist,FALSE,1390.61,Slow
09-30-2022,Spencer_CHN_01,PROD_00172,Home,South,1782,626,623,628,1855.18,0.16,Rain,New Year Sale,2243.89,Medium
14-11-2024,AMAZON_DEL_01,PROD_00431,Electronic,North,-76,849,2178,910,17975.11,0.35,Fog,1,17493.84,High
12-08-2023,DMART_DEL_02,PROD_00433,furniture,North,-78,144,288,142,14696.81,0.02,overcast,Christmas Sale,15111.78,Medium
10-27-2023,Spencer_CHN_01,PROD_00335,Books,South,203,115,237,103,3955.65,0.17,Thunderstorm,Onam Festival,4925.61,Peak
10-07-2023,RELIANCE_LKW_01,PROD_00383,Book,North,340,210,398,210,473.3,,Storm,Independence Day,613.97,Low
16-12-2024,LOCALMART_JDP_01,PROD_00352,Sports,West,203,134,66,177,2449.05,0.04,FOG,Holi Offer,2512.04,High
21-11-2023,FLIPKART_BLR_01,PROD_00357,Food,South,546,319,467,448,339.8,0.19,Rainy,1,218.85,Festive
04-10-2024,RELIANCE_LKW_01,PROD_00134,Kitchen,North,2253,767,2497,1104,2149.06,0.25,Stormy,Eid Special,2588.25,Peak
03-31-2022,Spencer_CHN_01,PROD_00288,Books,South,1107,500,460,499,453.43,0.24,Rainy,Eid Special,582.12,Normal
11-02-2022,MEESHO_KOL_01,PROD_00002,Beauty,East,523,175,236,190,798.81,0.04,,Christmas Sale,803.52,Off-season
10-05-2022,DMART_CHN_04,PROD_00374,Kitchen,South,253,187,230,150,2555.76,0.25,STORM,FALSE,2562.62,Average
13-01-2022,DMART_BLR_03,PROD_00432,books,South,18466,56,0,34,,0.38,stormy,0,478.61,Low
15-02-2022,AMAZON_MUM_02,PROD_00042,Fitness,West,337,711,198,928,1726.94,0.31,Cloudy,Navratri,1389.59,Off-season
24-01-2023,LOCALMART_JDP_01,PROD_00462,Beauty,West,457,5,188,616,1059.15,0.52,,None,877.38,Slow
08-08-2023,LOCALMART_JDP_01,PROD_00252,automotive,West,,410,1362,560,3185.35,0.38,,Christmas Sale,2636.45,Medium
26-11-2024,MEESHO_KOL_01,PROD_00296,BOOKS,East,396,214,283,333,468.73,0.16,rain,FALSE,389.1,High
14-10-2023,AMAZON_MUM_02,PROD_00357,Cosmetics,West,837,444,887,610,800.43,0.31,windy,0,907.54,High
01-31-2024,MEESHO_KOL_01,PROD_00484,Food,East,217,0,111,191,17.5,0.11,Thunderstorm,none,412.93,Slow
27-09-2023,DMART_BLR_03,PROD_00045,SPORTS,South,177,98,152,99,2041.14,0.23,Foggy,none,2068.15,Medium
27-05-2022,BIGBAZAAR_NGP_01,PROD_00315,home,West,-138,294,472,275,2443.4,0.03,Stormy,Republic Day,2263.66,Medium
03-09-2023,DMART_DEL_02,PROD_00343,Book,North,908,523,337,569,367.69,0.37,WINDY,Eid Special,430.25,Normal
04-02-2023,JIOMART_PAT_01,PROD_00171,toys,East,478,227,346,193,998.33,0.29,WINDY,Diwali Sale,820.41,Medium
21-04-2023,FLIPKART_BLR_01,PROD_00146,Apparel,South,331,222,126,177,1249.46,0.36,Overcast,0,1550.58,Normal
06-11-2022,DMART_BLR_03,PROD_00482,sports,South,736,327,259,310,1737.14,0.23,sunny,TRUE,1666.89,High
07-09-2024,DMART_BLR_03,PROD_00320,Grocery,South,1206,622,749,613,4736.69,0.09,Foggy,Diwali Sale,5709.31,Normal
18-11-2023,MEESHO_HYD_02,PROD_00108,Grocery,South,299,89,336,63,360.63,0.19,rain,Onam Festival,506.41,Peak
08-11-2024,Spencer_CHN_01,PROD_00346,TOYS,South,1375,594,1593,469,1051.22,0.04,sunny,Eid Special,1212.91,Peak
01-03-2024,FLIPKART_PUN_02,PROD_00103,GROCERY,West,195,82,86,56,423.08,0.15,Fair,New Year Sale,353.66,Average
03-06-2024,RELIANCE_LKW_01,PROD_00305,Home & Kitchen,North,85,48,84,107,2139.05,0.15,Wet,New Year Sale,2346.79,Off-season
10-10-2022,FLIPKART_BLR_01,PROD_00481,BEAUTY,South,601,217,595,130,765.3,0.25,Overcast,Independence Day,983.89,Festive
08-03-2023,DMART_BLR_03,PROD_00344,Toy,South,80,44,90,52,932.81,0.1,WINDY,None,846.05,Medium
13-12-2022,DMART_MUM_01,PROD_00183,home,West,428,179,191,225,2779.4,0.33,overcast,TRUE,2786.98,Festive
04-03-2022,LOCALMART_JDP_01,PROD_00295,Sport,West,,232,364,316,2527.09,0.34,Clear,Onam Festival,2716.03,Low
23-05-2023,AMAZON_DEL_01,PROD_00495,TOYS,North,837,589,514,736,784.79,0.25,clear,Onam Festival,818.23,Average
05-09-2023,MEESHO_KOL_01,PROD_00116,Cosmetics,East,1153,482,1053,448,902.45,0.08,Cloudy,Navratri,1001.95,Medium
29-11-2022,MEESHO_HYD_02,PROD_00097,Furnishings,South,-133,22650,9247,19887,12219.77,0.35,Breezy,TRUE,15608.4,Low
03-12-2022,FLIPKART_BLR_01,PROD_00282,ELECTRONICS,South,938,5,285,608,12985.09,0.64,Fair,FALSE,14125.58,High
15-01-2024,MEESHO_HYD_02,PROD_00045,Clothing,South,309,289,254,211,898.03,0.16,stormy,TRUE,684.92,Slow
02-26-2022,DMART_DEL_02,PROD_00020,Furnishings,North,366,111,421,112,14964.96,0.05,windy,None,14104.23,Low
02-12-2023,DMART_BLR_03,PROD_00124,Fitness,South,454,161,215,226,,0.44,Breezy,0,1373.24,High
10-05-2022,RELIANCE_LKW_01,PROD_00268,Electrnics,North,1585,651,798,651,18992,0.24,stormy,TRUE,19243.45,Festive
11-04-2024,DMART_MUM_01,PROD_00142,Home&Kitchen,West,462,278,524,174,2951.41,0.15,WINDY,NO,3755.16,Festive
11-11-2024,Spencer_CHN_01,PROD_00483,Food,South,88,32,73,41,347.66,0.27,Stormy,Independence Day,378.06,Peak
07-04-2022,AMAZON_DEL_01,PROD_00173,Stationery,North,614,182,333,230,498.72,0.05,overcast,None,439.61,Normal
20-03-2024,Spencer_CHN_01,PROD_00073,cosmetics,South,695,0,524,347,40,,Breezy,Onam Festival,782.93,Average
02-03-2023,JIOMART_PAT_01,PROD_00210,Apparel,East,29,13,34,-5,1132.97,0.13,,none,1268.28,Average
21-12-2024,FLIPKART_BLR_01,PROD_00301,Beauty,South,1187,922,532,1313,591.89,0.11,rain,TRUE,598.17,High
26-09-2024,DMART_MUM_01,PROD_00086,clothing,West,469,171,379,127,1358.51,0.23,Sunny,FALSE,1599.07,Normal
08-07-2023,DMART_MUM_01,PROD_00435,Book,West,562,276,388,333,420.33,0.01,rainy,Eid Special,317.35,Slow
26-10-2022,RELIANCE_LKW_01,PROD_00135,AUTO,North,1183,5,990,588,3138.68,0.4,,TRUE,2907.63,High
24-07-2022,FLIPKART_PUN_02,PROD_00490,Stationery,West,1321,409,610,410,460.22,0.41,foggy,Christmas Sale,533.16,Low
10-01-2024,LOCALMART_JDP_01,PROD_00153,Clothes,West,-159,263,241,223,1037.58,0.21,Overcast,Diwali Sale,1103.14,Low
26-02-2023,AMAZON_MUM_02,PROD_00332,Apparel,West,679,204,581,261,1233.33,0.38,Foggy,NO,975.55,Low
29-09-2023,BIGBAZAAR_NGP_01,PROD_00438,Beauty,West,384,194,319,134,871.97,0.13,,1,948.03,Normal
27-03-2022,DMART_BLR_03,PROD_00016,Sport,South,1809,548,1890,441,1517.48,0.03,Windy,Christmas Sale,1382.74,Average
04-01-2024,MEESHO_HYD_02,PROD_00467,ELECTRONICS,South,286,193,200,210,13266.02,0.35,,Independence Day,10207.26,Normal
14-07-2023,MEESHO_HYD_02,PROD_00268,Furniture,South,129,85,142,130,10340.1,0.05,,none,12400.38,Slow
07-03-2023,MEESHO_HYD_02,PROD_00177,Electronics,South,108,48,53,67,11983.77,0.01,Clear,Republic Day,10838.8,Slow
10-05-2022,DMART_MUM_01,PROD_00425,clothing,West,1039,360,1073,262,1113.48,0.4,SUN,None,1035.01,Average
07-08-2024,FLIPKART_PUN_02,PROD_00113,TOYS,West,60,0,58,21,47.5,0.2,overcast,TRUE,1050.92,Average
04-02-2023,DMART_MUM_01,PROD_00139,Book,West,1352,421,989,262,420.85,,CLOUDY,TRUE,499.83,Off-season
27-01-2024,DMART_DEL_02,PROD_00184,automotive,North,34,14,17,-6,3369.36,0.23,,TRUE,4295.47,Slow
27-09-2024,FLIPKART_PUN_02,PROD_00425,Sport,West,29646,12613,21175,7675,2123.72,0.39,Foggy,FALSE,2346.21,Medium
02-11-2023,DMART_CHN_04,PROD_00406,Clothes,South,372,178,273,121,1384.21,0.18,foggy,None,1345.27,High
14-03-2024,AMAZON_DEL_01,PROD_00281,Book,North,121,28,113,27,470.16,0.18,Rain,Navratri,527.37,High
10-02-2023,MEESHO_HYD_02,PROD_00015,Toys,South,963,361,668,270,951.34,0.1,stormy,1,1242.27,Slow
11-13-2022,BIGBAZAAR_NGP_01,PROD_00361,HOME & KITCHEN,West,1182,383,641,341,3226.32,0.18,Rain,Onam Festival,2558.75,Festive
01-02-2022,DMART_DEL_02,PROD_00177,apparel,North,141,69,63,65,1496.78,0.35,Breezy,New Year Sale,1243.73,Low
01-06-2023,BIGBAZAAR_NGP_01,PROD_00060,GROCERY,West,186,158,128,176,456.5,0.45,RAINY,TRUE,565.44,Low
17-09-2022,AMAZON_MUM_02,PROD_00157,Auto,West,,171,190,138,4540.53,0.36,Rainy,Independence Day,4355.54,Average
02-10-2023,FLIPKART_PUN_02,PROD_00055,Sports,West,528,4,513,357,1692.56,0.39,,Holi Offer,1309.1,Peak
11-03-2023,DMART_MUM_01,PROD_00083,TOYS,West,1116,370,1296,504,1103.17,,stormy,TRUE,1143.23,Normal
06-08-2022,BIGBAZAAR_NGP_01,PROD_00273,groceries,West,108,59,42,60,476.64,0.01,SUNNY,0,692.27,Normal
23-04-2023,AMAZON_MUM_02,PROD_00209,furniture,West,846,441,1000,530,14416.73,0.41,Mist,New Year Sale,11962.17,Average
11-02-2023,DMART_MUM_01,PROD_00042,ELECTRONICS,West,838,481,737,672,15754.64,0.37,STORM,Diwali Sale,15426.17,Slow
03-08-2022,DMART_MUM_01,PROD_00390,toys,West,411,250,228,359,1194.87,0.16,Rain,FALSE,1605.1,Average
05-01-2022,DMART_MUM_01,PROD_00126,Home&Kitchen,West,443,253,438,261,2313.97,0.3,Cloudy,0,3013.15,Low
17-06-2024,DMART_BLR_03,PROD_00232,Auto,South,217,79,170,72,3900.64,0.42,RAINY,FALSE,3353.82,Low
28-01-2023,FLIPKART_PUN_02,PROD_00305,AUTO,West,10601,473,0,278,3504.74,0.08,Cloudy,TRUE,3105.08,Low
05-01-2022,BIGBAZAAR_NGP_01,PROD_00076,Food,West,1071,518,460,451,430.85,0.18,Thunderstorm,Onam Festival,500.11,Low
20-05-2024,MEESHO_HYD_02,PROD_00273,Clothes,South,1687,530,919,497,1305.22,0.36,RAINY,Holi Offer,1544.78,Normal
