Date,Store ID,Product ID,Category,Region,Inventory Level,Price,Discount,Weather Condition,Holiday/Promotion,Seasonality,Competitor Pricing,Demand Forecast,Units Sold,Units Ordered
04-01-2048,1032,2560,Beauty,South,401,2706.12,0.41,Rainy,Yes,Monsoon,2859.64,102,52,100
05-01-2048,1016,2823,Home,North,352,361.07,0.34,Rainy,No,Festive,390.6,142,96,130
06-01-2048,1027,2445,Home,South,306,1731.43,0.01,Cloudy,No,Festive,1566.53,39,20,34
07-01-2048,1034,2136,Beauty,South,153,2699.81,0.11,Rainy,No,Monsoon,2844.76,48,37,49
08-01-2048,1024,2470,Electronics,South,37,151.79,0.02,Rainy,Yes,Monsoon,153.74,162,37,183
09-01-2048,1034,2934,Electronics,East,255,1595.44,0.31,Rainy,No,Winter,1692.61,58,38,60
10-01-2048,1002,2019,Beauty,North,499,381.51,0.12,Cloudy,No,Summer,359.58,41,25,41
11-01-2048,1030,2762,Home,East,400,2458.7,0.15,Cloudy,Yes,Summer,2229.56,91,52,87
12-01-2048,1030,2087,Beauty,North,258,1725.72,0.43,Sunny,Yes,Festive,1664.55,108,56,107
13-01-2048,1005,2645,Beauty,West,498,258.2,0.1,Sunny,No,Monsoon,258.14,112,84,102
14-01-2048,1048,2702,Beauty,South,205,1650.16,0.01,Cloudy,Yes,Festive,1565.33,104,79,89
15-01-2048,1024,2284,Beauty,South,111,2138.51,0.47,Cloudy,Yes,Monsoon,2072.34,114,101,103
16-01-2048,1006,2375,Clothing,West,344,1750.4,0.04,Cloudy,No,Monsoon,1736.03,151,127,134
17-01-2048,1013,2801,Electronics,South,103,2618.68,0.45,Cloudy,Yes,Monsoon,2679.05,138,103,161
18-01-2048,1017,2705,Clothing,West,298,2087.32,0.18,Rainy,No,Summer,2058.08,174,137,153
19-01-2048,1037,2058,Home,South,289,1377.32,0.19,Rainy,Yes,Winter,1347.17,121,93,128
20-01-2048,1018,2067,Beauty,North,26,544.84,0.14,Sunny,No,Festive,495.93,64,26,66
21-01-2048,1019,2945,Beauty,North,314,409.98,0.12,Cloudy,Yes,Festive,441.3,168,90,198
22-01-2048,1002,2340,Electronics,West,355,1923.65,0.06,Rainy,No,Summer,2002.1,107,106,94
23-01-2048,1023,2718,Home,North,463,501.85,0.2,Sunny,Yes,Winter,484.6,216,145,219
24-01-2048,1017,2134,Beauty,West,178,949.21,0.09,Cloudy,Yes,Summer,1031.2,166,129,175
25-01-2048,1032,2939,Electronics,West,177,2448.54,0.33,Cloudy,No,Monsoon,2626.82,201,120,178
26-01-2048,1033,2757,Beauty,East,392,2201.9,0.15,Sunny,Yes,Winter,2271.3,145,139,153
27-01-2048,1043,2875,Beauty,East,300,2887.33,0.23,Rainy,No,Festive,3054.16,192,136,165
28-01-2048,1018,2828,Home,West,343,841.61,0.07,Cloudy,Yes,Festive,782.03,102,79,111
29-01-2048,1042,2667,Beauty,East,305,2647.52,0.28,Sunny,Yes,Festive,2821.99,144,142,143
30-01-2048,1033,2146,Clothing,North,477,1600.31,0.21,Cloudy,No,Summer,1713,47,27,50
31-01-2048,1008,2605,Home,South,353,920.39,0.44,Sunny,Yes,Summer,883.15,191,112,194
01-02-2048,1041,2177,Electronics,South,55,2083.09,0.09,Sunny,No,Festive,1990.5,134,55,130
02-02-2048,1012,2897,Home,West,62,2231.15,0.04,Rainy,Yes,Monsoon,2039.68,33,26,27
03-02-2048,1045,2587,Clothing,South,409,970.37,0.04,Rainy,No,Summer,1035.31,108,80,114
04-02-2048,1001,2477,Clothing,East,206,995.96,0.34,Rainy,No,Monsoon,1077.59,209,159,232
05-02-2048,1029,2438,Clothing,West,169,292.38,0.36,Rainy,Yes,Festive,278.3,97,96,97
06-02-2048,1046,2173,Beauty,East,389,1034.15,0.02,Cloudy,No,Monsoon,961.88,121,93,106
07-02-2048,1012,2767,Clothing,North,76,724.56,0.06,Cloudy,No,Festive,664.78,132,76,129
08-02-2048,1000,2375,Clothing,South,44,1975.03,0.1,Rainy,No,Monsoon,2126.83,135,44,145
09-02-2048,1033,2011,Beauty,West,18,565,0.05,Rainy,No,Monsoon,564.59,200,18,171
10-02-2048,1026,2924,Beauty,East,224,910.36,0.04,Cloudy,No,Summer,960.29,64,43,52
11-02-2048,1043,2923,Electronics,North,440,485.73,0.43,Cloudy,Yes,Monsoon,500.5,127,123,124
12-02-2048,1039,2951,Electronics,West,491,1618.86,0.47,Cloudy,Yes,Monsoon,1526.68,226,163,264
13-02-2048,1030,2534,Electronics,West,377,2706.22,0.21,Sunny,Yes,Summer,2913.53,200,135,238
14-02-2048,1023,2154,Home,West,253,1917.91,0.15,Cloudy,No,Festive,1749.17,136,89,145
15-02-2048,1040,2885,Clothing,East,338,499.39,0.41,Sunny,Yes,Winter,478.1,151,135,154
16-02-2048,1022,2675,Electronics,South,251,2317.94,0.11,Sunny,No,Summer,2482.39,110,89,119
17-02-2048,1012,2366,Electronics,North,191,2646.02,0.22,Rainy,Yes,Festive,2683.53,100,98,91
18-02-2048,1002,2086,Clothing,West,93,726.53,0.47,Sunny,Yes,Monsoon,780.39,171,93,155
19-02-2048,1025,2472,Home,East,387,1509.98,0.4,Cloudy,No,Winter,1409.64,85,68,96
20-02-2048,1016,2088,Beauty,North,423,303.05,0.31,Cloudy,No,Festive,316.44,182,165,201
21-02-2048,1033,2845,Clothing,South,265,1931.82,0.06,Sunny,No,Monsoon,2054.44,98,97,108
22-02-2048,1020,2486,Clothing,North,274,2567.25,0.19,Sunny,Yes,Monsoon,2660.72,107,96,89
23-02-2048,1014,2839,Beauty,North,408,1011.22,0.37,Rainy,No,Summer,958.74,96,69,86
24-02-2048,1005,2077,Home,West,495,143.1,0.43,Cloudy,No,Summer,154.17,172,105,186
25-02-2048,1031,2782,Home,North,223,2921.46,0.29,Rainy,Yes,Monsoon,3090.8,192,169,218
26-02-2048,1047,2795,Clothing,East,416,1073.09,0.05,Rainy,Yes,Summer,1078.74,147,82,146
27-02-2048,1016,2583,Home,West,493,923.47,0.34,Cloudy,No,Winter,888.95,68,59,62
28-02-2048,1000,2341,Electronics,South,494,591.76,0.15,Rainy,No,Festive,587.13,68,50,64
29-02-2048,1047,2372,Electronics,East,480,1898.25,0.02,Cloudy,Yes,Winter,2062.77,80,59,90
01-03-2048,1046,2455,Beauty,North,207,1670.92,0.05,Cloudy,Yes,Monsoon,1621.68,99,70,105
02-03-2048,1022,2152,Electronics,North,55,947.58,0.07,Cloudy,No,Monsoon,890.09,101,55,90
03-03-2048,1018,2303,Electronics,West,36,2393.81,0.3,Sunny,Yes,Festive,2450.14,158,36,156
04-03-2048,1035,2469,Electronics,East,173,175.48,0.26,Sunny,Yes,Summer,187.75,115,82,112
05-03-2048,1028,2122,Electronics,West,245,844.15,0.37,Cloudy,No,Festive,857.59,202,129,192
06-03-2048,1011,2473,Beauty,North,42,1008.18,0.11,Rainy,Yes,Festive,1053.03,168,42,186
07-03-2048,1038,2125,Beauty,West,94,2042.76,0.06,Cloudy,No,Festive,2060.29,140,94,139
08-03-2048,1009,2115,Clothing,South,81,2525.57,0.31,Sunny,No,Summer,2356.19,220,81,251
09-03-2048,1001,2805,Clothing,North,483,1818.27,0.4,Cloudy,No,Winter,1997.21,160,134,188
10-03-2048,1015,2944,Beauty,West,335,2786.26,0.44,Sunny,Yes,Winter,2952.65,107,79,113
11-03-2048,1035,2969,Home,North,57,309.23,0.07,Cloudy,No,Monsoon,301.97,139,57,140
12-03-2048,1020,2826,Beauty,South,227,587.91,0.15,Sunny,Yes,Summer,570.27,69,68,78
13-03-2048,1026,2564,Beauty,East,150,2284.92,0.46,Cloudy,Yes,Summer,2178.57,98,88,92
14-03-2048,1044,2391,Clothing,East,51,726.96,0.38,Cloudy,No,Winter,700.94,98,51,102
15-03-2048,1012,2513,Clothing,North,18,1809.36,0.15,Sunny,No,Summer,1942.03,119,18,115
16-03-2048,1047,2683,Electronics,West,82,1320.68,0.17,Cloudy,No,Winter,1264.67,37,25,35
17-03-2048,1041,2889,Home,East,356,2664.29,0.36,Sunny,No,Monsoon,2450.85,123,85,121
18-03-2048,1042,2131,Beauty,South,56,817.37,0.36,Rainy,No,Monsoon,796.6,58,45,68
19-03-2048,1015,2871,Home,East,232,989.36,0.15,Sunny,Yes,Summer,1057.54,103,87,117
20-03-2048,1005,2031,Home,South,288,1208.01,0.44,Sunny,Yes,Summer,1156.49,141,124,125
21-03-2048,1021,2020,Beauty,West,480,2798.81,0.31,Rainy,No,Summer,2781.28,189,164,213
22-03-2048,1028,2469,Home,East,11,364.91,0.09,Sunny,Yes,Monsoon,361.43,139,11,134
23-03-2048,1038,2528,Electronics,South,126,2108.22,0.36,Sunny,Yes,Monsoon,1917.23,219,126,213
24-03-2048,1007,2332,Beauty,West,212,2297.8,0.19,Rainy,No,Winter,2479.3,57,50,58
25-03-2048,1019,2315,Beauty,North,188,533.51,0.32,Cloudy,No,Summer,554.99,153,101,154
26-03-2048,1006,2405,Electronics,East,338,2310.11,0.31,Rainy,Yes,Festive,2378.22,222,127,239
27-03-2048,1012,2070,Clothing,East,469,2329.41,0.28,Sunny,Yes,Summer,2220.99,48,34,40
28-03-2048,1009,2375,Home,South,95,2912.43,0.37,Sunny,No,Monsoon,3100.69,203,95,216
29-03-2048,1026,2521,Clothing,West,269,1781.62,0,Cloudy,Yes,Festive,1818.66,88,47,92
30-03-2048,1020,2294,Clothing,West,498,478.97,0.18,Cloudy,Yes,Summer,455.52,206,129,187
31-03-2048,1038,2330,Electronics,East,71,1800.97,0.39,Sunny,Yes,Monsoon,1818.19,145,71,140
01-04-2048,1036,2816,Electronics,East,181,1196.67,0.25,Cloudy,No,Winter,1236.51,106,55,118
02-04-2048,1031,2798,Clothing,North,301,134.56,0.22,Sunny,No,Winter,125.96,178,137,188
03-04-2048,1041,2152,Beauty,West,362,1738.57,0.36,Sunny,No,Festive,1631.39,112,89,123
04-04-2048,1020,2169,Clothing,South,241,1563.46,0.28,Cloudy,Yes,Festive,1579.21,210,199,237
05-04-2048,1016,2050,Home,East,397,1488.56,0.17,Rainy,No,Monsoon,1428.03,46,25,36
06-04-2048,1032,2072,Electronics,South,245,2819.46,0.35,Rainy,Yes,Monsoon,2566.21,226,200,214
07-04-2048,1027,2495,Clothing,South,153,923.79,0.19,Cloudy,No,Summer,831.87,130,94,125
08-04-2048,1012,2807,Clothing,West,115,907.51,0.26,Cloudy,Yes,Festive,856.67,121,98,122
09-04-2048,1031,2122,Electronics,South,270,2049.33,0.45,Sunny,No,Festive,2227.71,196,145,162
10-04-2048,1047,2193,Beauty,North,399,2756.03,0.46,Rainy,No,Festive,2695.48,82,47,87
11-04-2048,1038,2971,Home,West,312,1410.3,0.28,Sunny,Yes,Winter,1286.36,92,68,98
12-04-2048,1036,2627,Electronics,East,23,1195.74,0.3,Cloudy,No,Summer,1166.69,78,23,80
13-04-2048,1049,2444,Beauty,South,227,2292,0.28,Sunny,No,Winter,2303.02,93,47,109
14-04-2048,1023,2731,Beauty,South,132,2352.5,0.27,Sunny,Yes,Monsoon,2382.43,136,74,125
15-04-2048,1018,2744,Electronics,South,476,1359.06,0.13,Cloudy,No,Festive,1453.05,177,94,150
16-04-2048,1026,2037,Clothing,North,49,208.01,0.1,Rainy,Yes,Summer,194.53,53,40,57
17-04-2048,1048,2161,Clothing,North,207,759.61,0.36,Sunny,Yes,Monsoon,801.5,87,49,71
18-04-2048,1013,2032,Home,East,24,2804.96,0.39,Cloudy,Yes,Winter,2550.33,177,24,154
19-04-2048,1030,2333,Electronics,North,213,825.2,0.38,Rainy,No,Monsoon,776.49,180,93,155
20-04-2048,1015,2644,Beauty,North,324,2336.17,0.2,Sunny,Yes,Monsoon,2164.23,148,131,127
21-04-2048,1002,2355,Clothing,West,438,2473.54,0.17,Sunny,No,Festive,2477.14,213,117,230
22-04-2048,1011,2817,Clothing,North,84,1794.05,0.35,Sunny,Yes,Winter,1672.6,135,84,128
23-04-2048,1004,2797,Clothing,South,53,1996.55,0.03,Rainy,Yes,Winter,2044.02,163,53,131
24-04-2048,1007,2129,Electronics,East,345,1586.73,0.38,Cloudy,Yes,Festive,1442.31,137,106,124
25-04-2048,1017,2190,Beauty,East,153,779.73,0.35,Cloudy,No,Summer,851.03,138,119,133
26-04-2048,1019,2565,Electronics,North,33,1174.11,0.27,Rainy,No,Winter,1249.95,148,33,140
27-04-2048,1000,2010,Beauty,North,238,2949.07,0.02,Rainy,No,Winter,3139.03,68,34,61
28-04-2048,1028,2198,Clothing,South,457,639.56,0.36,Rainy,No,Festive,623.32,64,46,53
29-04-2048,1036,2602,Beauty,North,26,2323.01,0.2,Sunny,No,Summer,2519.7,103,26,110
30-04-2048,1039,2041,Electronics,North,72,2665.2,0.5,Cloudy,Yes,Festive,2430.53,197,72,222
01-05-2048,1046,2507,Electronics,South,347,542.65,0.24,Sunny,No,Monsoon,534.32,58,35,58
02-05-2048,1015,2798,Beauty,West,434,2771.17,0.25,Sunny,Yes,Summer,2729.77,90,61,72
03-05-2048,1034,2628,Home,South,363,2978.32,0.17,Rainy,No,Winter,2826.56,136,135,161
04-05-2048,1006,2716,Home,South,447,880.67,0.3,Cloudy,Yes,Monsoon,962.88,159,105,173
05-05-2048,1045,2645,Home,West,259,1981.19,0.06,Rainy,No,Monsoon,1867.83,140,88,155
06-05-2048,1035,2535,Home,East,186,1229.35,0.47,Sunny,No,Festive,1151.86,159,121,139
07-05-2048,1008,2224,Beauty,South,119,1768.06,0.42,Rainy,No,Festive,1773.13,238,119,258
08-05-2048,1013,2447,Home,West,121,559.12,0.06,Sunny,No,Monsoon,505.02,27,21,26
09-05-2048,1015,2928,Beauty,North,190,1017.17,0.37,Sunny,Yes,Monsoon,932.73,220,189,251
10-05-2048,1015,2581,Clothing,North,25,955.75,0.08,Sunny,Yes,Winter,954.3,132,25,115
11-05-2048,1044,2226,Electronics,North,392,1992.26,0.1,Cloudy,Yes,Festive,1807.03,129,128,107
12-05-2048,1027,2152,Home,East,33,1169.1,0.25,Rainy,Yes,Monsoon,1126.36,133,33,119
13-05-2048,1019,2793,Home,North,472,929.64,0.24,Sunny,Yes,Monsoon,1003.01,97,73,87
14-05-2048,1000,2391,Clothing,North,315,2212.72,0.09,Sunny,Yes,Monsoon,2084.91,29,24,32
15-05-2048,1010,2465,Beauty,South,18,1511.37,0.02,Sunny,No,Monsoon,1457.11,71,18,79
16-05-2048,1010,2984,Electronics,South,298,1851.15,0.48,Rainy,No,Summer,1798.48,101,88,104
17-05-2048,1046,2462,Clothing,East,427,1253.85,0.08,Sunny,Yes,Festive,1205.11,163,160,153
18-05-2048,1032,2401,Electronics,West,389,225.37,0.34,Sunny,Yes,Monsoon,247.75,222,212,196
19-05-2048,1004,2820,Home,South,155,2993.22,0.47,Sunny,Yes,Festive,2993.1,217,155,249
20-05-2048,1003,2645,Clothing,West,397,2417.2,0,Rainy,No,Festive,2317.51,102,86,111
21-05-2048,1040,2299,Electronics,East,415,2706.59,0.16,Cloudy,Yes,Monsoon,2801.19,117,96,126
22-05-2048,1009,2929,Clothing,North,66,1111.69,0.23,Cloudy,No,Festive,1100.12,161,66,129
23-05-2048,1000,2940,Clothing,East,85,843.87,0.38,Rainy,Yes,Festive,771.63,95,85,98
24-05-2048,1035,2421,Electronics,South,486,2400.54,0.32,Sunny,Yes,Festive,2209.13,208,104,212
25-05-2048,1028,2660,Clothing,West,498,1405.82,0.29,Rainy,No,Monsoon,1314.25,138,94,157
26-05-2048,1030,2741,Clothing,North,170,2395.37,0.39,Rainy,Yes,Festive,2245.18,155,135,129
27-05-2048,1017,2385,Clothing,East,291,1038.56,0.39,Cloudy,No,Monsoon,1004.42,226,224,252
28-05-2048,1005,2524,Home,North,356,1449.79,0.04,Rainy,No,Winter,1420.43,173,158,171
29-05-2048,1033,2293,Electronics,North,487,2001.68,0.45,Sunny,No,Winter,2007.21,242,133,200
30-05-2048,1043,2875,Electronics,South,318,733.57,0.18,Rainy,No,Festive,750.23,210,168,222
31-05-2048,1045,2208,Beauty,East,272,2705.16,0.35,Sunny,No,Summer,2811.92,174,155,179
01-06-2048,1005,2174,Electronics,North,233,618.13,0.07,Rainy,No,Festive,643.31,111,96,117
02-06-2048,1024,2618,Beauty,North,345,2983.09,0.44,Rainy,Yes,Monsoon,2699.03,134,69,110
03-06-2048,1047,2228,Beauty,South,19,1349.35,0.32,Sunny,No,Winter,1247.37,106,19,123
04-06-2048,1021,2738,Beauty,North,355,862.71,0.45,Cloudy,Yes,Winter,947.22,131,83,126
05-06-2048,1013,2064,Electronics,West,235,310.05,0.31,Sunny,No,Winter,300.61,221,220,227
06-06-2048,1023,2419,Electronics,North,345,761.21,0.16,Rainy,Yes,Festive,777.68,48,27,39
07-06-2048,1034,2178,Electronics,North,229,331.9,0.23,Sunny,Yes,Monsoon,363.25,178,172,176
08-06-2048,1029,2398,Clothing,East,245,306.91,0.45,Cloudy,Yes,Summer,327.87,236,186,199
09-06-2048,1011,2601,Electronics,South,256,2365.61,0.05,Cloudy,No,Festive,2171.49,47,43,42
10-06-2048,1011,2300,Beauty,West,168,2849.25,0.19,Sunny,Yes,Summer,2862.71,153,96,162
11-06-2048,1021,2046,Clothing,East,258,2252.11,0.36,Cloudy,No,Winter,2255.35,212,131,173
12-06-2048,1027,2645,Beauty,North,392,1064.04,0.15,Cloudy,No,Winter,1018.68,157,102,186
13-06-2048,1045,2829,Home,East,236,761.25,0.29,Rainy,Yes,Monsoon,728.79,224,177,234
14-06-2048,1043,2028,Home,West,370,2362.81,0.46,Sunny,No,Summer,2342.59,202,147,230
15-06-2048,1002,2716,Electronics,North,381,1676.9,0.01,Cloudy,Yes,Monsoon,1699.98,89,59,87
16-06-2048,1041,2176,Clothing,North,204,1714.7,0.32,Rainy,No,Monsoon,1562.34,93,86,107
17-06-2048,1007,2742,Home,South,280,2167.87,0.41,Rainy,Yes,Winter,2028.74,214,174,205
18-06-2048,1015,2455,Clothing,North,490,1873.75,0.11,Cloudy,Yes,Winter,1736.32,105,94,91
19-06-2048,1000,2723,Home,East,117,1970.88,0.21,Sunny,No,Monsoon,2162.11,157,117,166
20-06-2048,1030,2041,Clothing,East,410,2322.64,0.35,Sunny,Yes,Winter,2367.66,191,156,228
21-06-2048,1047,2469,Home,East,409,1398.92,0.48,Cloudy,No,Winter,1407.65,68,48,57
22-06-2048,1042,2168,Beauty,East,217,2190.18,0.05,Rainy,No,Festive,2325.26,81,41,66
23-06-2048,1038,2255,Beauty,East,440,1648.13,0.45,Cloudy,No,Festive,1496.5,81,46,71
24-06-2048,1049,2025,Electronics,South,24,1639.03,0.22,Cloudy,Yes,Festive,1640.9,84,24,92
25-06-2048,1012,2832,Beauty,North,136,1081.95,0.03,Rainy,No,Winter,1063.96,33,24,31
26-06-2048,1016,2598,Electronics,North,497,2668.26,0.14,Cloudy,Yes,Winter,2489.17,117,112,106
27-06-2048,1029,2299,Home,South,487,1316.26,0.45,Cloudy,No,Festive,1199.32,183,175,181
28-06-2048,1023,2038,Electronics,South,446,1424.55,0.06,Rainy,No,Monsoon,1530.51,45,25,39
29-06-2048,1007,2245,Home,East,415,2479.24,0.22,Cloudy,Yes,Winter,2633.14,181,147,155
30-06-2048,1046,2537,Beauty,North,369,889.31,0.29,Sunny,No,Summer,894.82,169,121,171
01-07-2048,1004,2383,Home,North,35,2163.45,0.4,Cloudy,No,Summer,2207.11,227,35,214
02-07-2048,1031,2568,Clothing,North,86,333.63,0.2,Rainy,Yes,Festive,321.76,112,64,124
03-07-2048,1032,2428,Home,West,469,2935.15,0.4,Sunny,Yes,Festive,3021.23,168,140,162
04-07-2048,1003,2476,Clothing,North,43,645.58,0.02,Cloudy,Yes,Monsoon,616.81,89,43,83
05-07-2048,1037,2769,Home,West,74,1755.1,0.07,Sunny,No,Summer,1826.86,29,28,28
06-07-2048,1014,2194,Clothing,West,241,720.89,0.48,Rainy,Yes,Monsoon,730.47,176,121,193
07-07-2048,1002,2438,Home,West,440,1147.51,0.32,Rainy,Yes,Festive,1247.01,217,142,218
08-07-2048,1016,2138,Clothing,North,309,1074.76,0.15,Cloudy,No,Monsoon,1058.79,187,125,186
09-07-2048,1031,2749,Electronics,North,109,2382.45,0.39,Sunny,No,Monsoon,2538.15,85,49,76
10-07-2048,1023,2877,Beauty,East,30,791.04,0.36,Sunny,No,Monsoon,855.46,119,30,134
11-07-2048,1025,2182,Home,West,50,1414.84,0.18,Cloudy,Yes,Monsoon,1294.77,152,50,146
12-07-2048,1027,2299,Beauty,South,38,832.09,0.32,Rainy,No,Monsoon,838.26,152,38,135
13-07-2048,1029,2269,Beauty,South,159,1512.47,0.05,Cloudy,No,Summer,1453.31,41,30,44
14-07-2048,1023,2988,Home,South,24,2038.99,0.35,Cloudy,No,Summer,1871.46,170,24,201
15-07-2048,1012,2749,Clothing,North,348,243.64,0.01,Sunny,No,Monsoon,241.7,164,136,152
16-07-2048,1037,2001,Electronics,South,293,1903.34,0.19,Cloudy,Yes,Winter,1822.57,124,114,117
17-07-2048,1040,2767,Electronics,East,404,968.5,0.24,Cloudy,No,Monsoon,911.36,74,53,64
18-07-2048,1039,2764,Electronics,South,154,1689.86,0.43,Cloudy,Yes,Summer,1643.97,83,71,84
19-07-2048,1012,2501,Clothing,East,278,1518.73,0.33,Rainy,Yes,Winter,1576.67,54,48,54
20-07-2048,1035,2805,Clothing,East,185,571.99,0.41,Cloudy,No,Winter,586.63,87,64,78
21-07-2048,1000,2740,Beauty,North,190,1306.46,0.02,Sunny,Yes,Festive,1327.78,170,165,138
22-07-2048,1030,2870,Electronics,East,54,1491.26,0.14,Rainy,No,Winter,1544.22,131,54,129
23-07-2048,1017,2434,Clothing,East,443,2535.55,0,Cloudy,No,Summer,2298.27,86,66,90
24-07-2048,1028,2633,Beauty,East,288,2051.55,0.26,Rainy,Yes,Monsoon,2137.09,224,133,189
25-07-2048,1048,2482,Electronics,North,125,2591.16,0.31,Cloudy,No,Winter,2833.13,217,125,237
26-07-2048,1009,2872,Beauty,South,330,850.86,0.12,Sunny,Yes,Monsoon,908.82,153,144,179
27-07-2048,1002,2296,Clothing,West,276,1332.39,0.26,Rainy,Yes,Monsoon,1300.97,63,41,69
28-07-2048,1035,2482,Home,North,419,2229.39,0.24,Cloudy,No,Winter,2121.02,114,93,136
29-07-2048,1010,2239,Clothing,East,149,797.92,0.01,Sunny,Yes,Monsoon,809.41,114,89,99
30-07-2048,1028,2154,Clothing,South,393,1175.5,0.07,Cloudy,Yes,Summer,1200.64,83,52,67
31-07-2048,1041,2235,Clothing,West,473,1098.05,0.27,Rainy,No,Winter,1145.22,226,187,233
01-08-2048,1002,2729,Beauty,North,169,1122.57,0.12,Sunny,Yes,Festive,1124.12,66,61,54
02-08-2048,1008,2601,Electronics,North,205,494.09,0.17,Sunny,No,Festive,508.3,168,146,185
03-08-2048,1044,2569,Clothing,West,492,1985.92,0.2,Cloudy,No,Festive,2123.37,129,111,154
04-08-2048,1016,2190,Electronics,North,496,2358,0.06,Sunny,Yes,Monsoon,2562.52,156,103,175
05-08-2048,1026,2646,Home,West,344,2823.17,0.01,Sunny,Yes,Summer,2546.92,53,28,52
06-08-2048,1018,2911,Electronics,North,360,930.34,0.19,Rainy,Yes,Monsoon,954.94,204,201,168
07-08-2048,1036,2570,Beauty,North,334,1330.11,0.04,Sunny,No,Festive,1401.65,178,151,184
08-08-2048,1020,2046,Beauty,West,434,1579.8,0.34,Sunny,Yes,Summer,1524.73,101,58,81
09-08-2048,1042,2350,Electronics,South,291,992.61,0.38,Sunny,No,Monsoon,906.45,225,175,196
10-08-2048,1013,2903,Home,South,425,861.33,0.09,Cloudy,No,Monsoon,882.09,72,63,62
11-08-2048,1013,2205,Home,West,432,2593.92,0.35,Cloudy,Yes,Festive,2344.06,174,128,173
12-08-2048,1014,2727,Electronics,West,144,967.72,0.41,Sunny,No,Summer,937.35,165,124,175
13-08-2048,1032,2236,Home,South,291,2079.65,0.31,Cloudy,Yes,Winter,2140.81,203,196,177
14-08-2048,1011,2027,Electronics,North,53,709.35,0.41,Rainy,No,Monsoon,750.32,115,53,100
15-08-2048,1047,2842,Electronics,South,285,956.19,0.25,Sunny,Yes,Monsoon,961.96,110,66,103
16-08-2048,1048,2954,Clothing,West,300,564.59,0.48,Sunny,No,Festive,538.72,187,99,191
17-08-2048,1008,2420,Home,South,65,1740.41,0.2,Cloudy,Yes,Winter,1673.15,192,65,165
18-08-2048,1049,2665,Home,North,287,2851.28,0.42,Rainy,Yes,Winter,2905.06,150,127,128
19-08-2048,1044,2334,Clothing,North,497,1863.36,0.23,Rainy,Yes,Summer,1969.68,121,102,126
20-08-2048,1040,2737,Electronics,North,88,2719.18,0.44,Cloudy,No,Winter,2916.88,193,88,200
21-08-2048,1048,2888,Clothing,North,249,227.56,0.36,Rainy,No,Monsoon,245.12,135,90,159
22-08-2048,1034,2425,Beauty,West,320,1785.81,0.49,Rainy,Yes,Winter,1613,131,70,142
23-08-2048,1037,2183,Home,West,283,413.3,0.35,Sunny,Yes,Festive,374.77,221,131,190
24-08-2048,1035,2999,Beauty,South,254,1704.71,0.33,Rainy,No,Monsoon,1645.03,151,131,158
25-08-2048,1045,2870,Home,North,291,2277.88,0.49,Cloudy,No,Summer,2235.69,95,91,81
26-08-2048,1040,2799,Home,East,168,2469.82,0.03,Sunny,Yes,Monsoon,2571.82,105,103,120
27-08-2048,1010,2633,Clothing,South,291,2424.27,0.19,Cloudy,No,Festive,2207.08,89,52,88
28-08-2048,1047,2339,Home,South,191,1496.36,0.12,Sunny,Yes,Summer,1425.8,103,92,104
29-08-2048,1023,2522,Electronics,East,255,1254.93,0.21,Sunny,Yes,Monsoon,1220.75,75,57,79
30-08-2048,1038,2183,Beauty,South,201,2773.35,0.24,Cloudy,No,Monsoon,3014.32,48,42,46
31-08-2048,1004,2409,Beauty,West,356,764.8,0.16,Cloudy,No,Monsoon,722.46,206,103,221
01-09-2048,1047,2934,Electronics,South,386,538.85,0.06,Sunny,Yes,Winter,574.91,100,85,102
02-09-2048,1026,2712,Electronics,South,16,431.86,0.39,Cloudy,No,Winter,473.55,107,16,125
03-09-2048,1007,2166,Clothing,East,11,2249.85,0.06,Cloudy,Yes,Monsoon,2128.75,162,11,150
04-09-2048,1026,2136,Clothing,North,372,1990.29,0.25,Cloudy,Yes,Summer,2039.67,45,25,51
05-09-2048,1025,2348,Electronics,West,110,643.09,0.44,Sunny,Yes,Summer,691.35,131,71,149
06-09-2048,1041,2564,Electronics,East,463,2759.13,0.44,Sunny,No,Winter,2740.73,232,145,243
07-09-2048,1020,2067,Electronics,North,385,2807.22,0.45,Cloudy,Yes,Festive,2644.55,73,39,77
08-09-2048,1031,2328,Beauty,West,439,2402.41,0.35,Cloudy,Yes,Summer,2329.23,81,70,75
09-09-2048,1046,2348,Clothing,East,61,232.59,0.15,Rainy,Yes,Festive,213.43,103,61,88
10-09-2048,1002,2938,Home,West,96,2930.19,0.01,Sunny,Yes,Summer,2985,153,96,150
11-09-2048,1004,2617,Beauty,West,332,2300.19,0.13,Cloudy,No,Winter,2204.92,128,68,121
12-09-2048,1030,2190,Beauty,South,27,1457.64,0.37,Sunny,Yes,Winter,1482.04,115,27,128
13-09-2048,1028,2910,Beauty,South,448,2122.19,0.11,Cloudy,No,Monsoon,1924.75,117,89,127
14-09-2048,1013,2273,Clothing,South,419,1495.73,0.25,Cloudy,No,Summer,1371.97,164,157,151
15-09-2048,1025,2145,Electronics,West,216,2097,0.33,Cloudy,No,Winter,2112.74,101,55,108
16-09-2048,1029,2650,Beauty,East,440,734.13,0.38,Sunny,No,Festive,671.68,201,141,210
17-09-2048,1049,2708,Electronics,West,133,2305.44,0.43,Cloudy,No,Festive,2237.17,75,73,67
