Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
03-05-2041,,,,,,,,,,,,,,
04-05-2041,,,,,,,,,,,,,,
05-05-2041,,,,,,,,,,,,,,
06-05-2041,,,,,,,,,,,,,,
07-05-2041,,,,,,,,,,,,,,
08-05-2041,,,,,,,,,,,,,,
09-05-2041,,,,,,,,,,,,,,
10-05-2041,,,,,,,,,,,,,,
11-05-2041,,,,,,,,,,,,,,
12-05-2041,,,,,,,,,,,,,,
13-05-2041,,,,,,,,,,,,,,
14-05-2041,,,,,,,,,,,,,,
15-05-2041,,,,,,,,,,,,,,
16-05-2041,,,,,,,,,,,,,,
17-05-2041,,,,,,,,,,,,,,
18-05-2041,,,,,,,,,,,,,,
19-05-2041,,,,,,,,,,,,,,
20-05-2041,,,,,,,,,,,,,,
21-05-2041,,,,,,,,,,,,,,
22-05-2041,,,,,,,,,,,,,,
23-05-2041,,,,,,,,,,,,,,
24-05-2041,,,,,,,,,,,,,,
25-05-2041,,,,,,,,,,,,,,
26-05-2041,,,,,,,,,,,,,,
27-05-2041,,,,,,,,,,,,,,
28-05-2041,,,,,,,,,,,,,,
29-05-2041,,,,,,,,,,,,,,
30-05-2041,,,,,,,,,,,,,,
31-05-2041,,,,,,,,,,,,,,
01-06-2041,,,,,,,,,,,,,,
02-06-2041,,,,,,,,,,,,,,
03-06-2041,,,,,,,,,,,,,,
04-06-2041,,,,,,,,,,,,,,
05-06-2041,,,,,,,,,,,,,,
06-06-2041,,,,,,,,,,,,,,
07-06-2041,,,,,,,,,,,,,,
08-06-2041,,,,,,,,,,,,,,
09-06-2041,,,,,,,,,,,,,,
10-06-2041,,,,,,,,,,,,,,
11-06-2041,,,,,,,,,,,,,,
12-06-2041,,,,,,,,,,,,,,
13-06-2041,,,,,,,,,,,,,,
14-06-2041,,,,,,,,,,,,,,
15-06-2041,,,,,,,,,,,,,,
16-06-2041,,,,,,,,,,,,,,
17-06-2041,,,,,,,,,,,,,,
18-06-2041,,,,,,,,,,,,,,
19-06-2041,,,,,,,,,,,,,,
20-06-2041,,,,,,,,,,,,,,
21-06-2041,,,,,,,,,,,,,,
22-06-2041,,,,,,,,,,,,,,
23-06-2041,,,,,,,,,,,,,,
24-06-2041,,,,,,,,,,,,,,
25-06-2041,,,,,,,,,,,,,,
26-06-2041,,,,,,,,,,,,,,
27-06-2041,,,,,,,,,,,,,,
28-06-2041,,,,,,,,,,,,,,
29-06-2041,,,,,,,,,,,,,,
30-06-2041,,,,,,,,,,,,,,
01-07-2041,,,,,,,,,,,,,,
02-07-2041,,,,,,,,,,,,,,
03-07-2041,,,,,,,,,,,,,,
04-07-2041,,,,,,,,,,,,,,
05-07-2041,,,,,,,,,,,,,,
06-07-2041,,,,,,,,,,,,,,
07-07-2041,,,,,,,,,,,,,,
08-07-2041,,,,,,,,,,,,,,
09-07-2041,,,,,,,,,,,,,,
10-07-2041,,,,,,,,,,,,,,
11-07-2041,,,,,,,,,,,,,,
12-07-2041,,,,,,,,,,,,,,
13-07-2041,,,,,,,,,,,,,,
14-07-2041,,,,,,,,,,,,,,
15-07-2041,,,,,,,,,,,,,,
16-07-2041,,,,,,,,,,,,,,
17-07-2041,,,,,,,,,,,,,,
18-07-2041,,,,,,,,,,,,,,
19-07-2041,,,,,,,,,,,,,,
20-07-2041,,,,,,,,,,,,,,
21-07-2041,,,,,,,,,,,,,,
22-07-2041,,,,,,,,,,,,,,
23-07-2041,,,,,,,,,,,,,,
24-07-2041,,,,,,,,,,,,,,
25-07-2041,,,,,,,,,,,,,,
26-07-2041,,,,,,,,,,,,,,
27-07-2041,,,,,,,,,,,,,,
28-07-2041,,,,,,,,,,,,,,
29-07-2041,,,,,,,,,,,,,,
30-07-2041,,,,,,,,,,,,,,
31-07-2041,,,,,,,,,,,,,,
01-08-2041,,,,,,,,,,,,,,
02-08-2041,,,,,,,,,,,,,,
03-08-2041,,,,,,,,,,,,,,
04-08-2041,,,,,,,,,,,,,,
05-08-2041,,,,,,,,,,,,,,
06-08-2041,,,,,,,,,,,,,,
07-08-2041,,,,,,,,,,,,,,
08-08-2041,,,,,,,,,,,,,,
09-08-2041,,,,,,,,,,,,,,
10-08-2041,,,,,,,,,,,,,,
11-08-2041,,,,,,,,,,,,,,
12-08-2041,,,,,,,,,,,,,,
13-08-2041,,,,,,,,,,,,,,
14-08-2041,,,,,,,,,,,,,,
15-08-2041,,,,,,,,,,,,,,
16-08-2041,,,,,,,,,,,,,,
17-08-2041,,,,,,,,,,,,,,
18-08-2041,,,,,,,,,,,,,,
19-08-2041,,,,,,,,,,,,,,
20-08-2041,,,,,,,,,,,,,,
21-08-2041,,,,,,,,,,,,,,
22-08-2041,,,,,,,,,,,,,,
23-08-2041,,,,,,,,,,,,,,
24-08-2041,,,,,,,,,,,,,,
25-08-2041,,,,,,,,,,,,,,
26-08-2041,,,,,,,,,,,,,,
27-08-2041,,,,,,,,,,,,,,
28-08-2041,,,,,,,,,,,,,,
29-08-2041,,,,,,,,,,,,,,
30-08-2041,,,,,,,,,,,,,,
31-08-2041,,,,,,,,,,,,,,
01-09-2041,,,,,,,,,,,,,,
02-09-2041,,,,,,,,,,,,,,
03-09-2041,,,,,,,,,,,,,,
04-09-2041,,,,,,,,,,,,,,
05-09-2041,,,,,,,,,,,,,,
06-09-2041,,,,,,,,,,,,,,
07-09-2041,,,,,,,,,,,,,,
08-09-2041,,,,,,,,,,,,,,
09-09-2041,,,,,,,,,,,,,,
10-09-2041,,,,,,,,,,,,,,
11-09-2041,,,,,,,,,,,,,,
12-09-2041,,,,,,,,,,,,,,
13-09-2041,,,,,,,,,,,,,,
14-09-2041,,,,,,,,,,,,,,
15-09-2041,,,,,,,,,,,,,,
16-09-2041,,,,,,,,,,,,,,
17-09-2041,,,,,,,,,,,,,,
18-09-2041,,,,,,,,,,,,,,
19-09-2041,,,,,,,,,,,,,,
20-09-2041,,,,,,,,,,,,,,
21-09-2041,,,,,,,,,,,,,,
22-09-2041,,,,,,,,,,,,,,
23-09-2041,,,,,,,,,,,,,,
24-09-2041,,,,,,,,,,,,,,
25-09-2041,,,,,,,,,,,,,,
26-09-2041,,,,,,,,,,,,,,
27-09-2041,,,,,,,,,,,,,,
28-09-2041,,,,,,,,,,,,,,
29-09-2041,,,,,,,,,,,,,,
30-09-2041,,,,,,,,,,,,,,
01-10-2041,,,,,,,,,,,,,,
02-10-2041,,,,,,,,,,,,,,
03-10-2041,,,,,,,,,,,,,,
04-10-2041,,,,,,,,,,,,,,
05-10-2041,,,,,,,,,,,,,,
06-10-2041,,,,,,,,,,,,,,
07-10-2041,,,,,,,,,,,,,,
08-10-2041,,,,,,,,,,,,,,
09-10-2041,,,,,,,,,,,,,,
10-10-2041,,,,,,,,,,,,,,
11-10-2041,,,,,,,,,,,,,,
12-10-2041,,,,,,,,,,,,,,
13-10-2041,,,,,,,,,,,,,,
14-10-2041,,,,,,,,,,,,,,
15-10-2041,,,,,,,,,,,,,,
16-10-2041,,,,,,,,,,,,,,
17-10-2041,,,,,,,,,,,,,,
18-10-2041,,,,,,,,,,,,,,
19-10-2041,,,,,,,,,,,,,,
20-10-2041,,,,,,,,,,,,,,
21-10-2041,,,,,,,,,,,,,,
22-10-2041,,,,,,,,,,,,,,
23-10-2041,,,,,,,,,,,,,,
24-10-2041,,,,,,,,,,,,,,
25-10-2041,,,,,,,,,,,,,,
26-10-2041,,,,,,,,,,,,,,
27-10-2041,,,,,,,,,,,,,,
28-10-2041,,,,,,,,,,,,,,
29-10-2041,,,,,,,,,,,,,,
30-10-2041,,,,,,,,,,,,,,
31-10-2041,,,,,,,,,,,,,,
01-11-2041,,,,,,,,,,,,,,
02-11-2041,,,,,,,,,,,,,,
03-11-2041,,,,,,,,,,,,,,
04-11-2041,,,,,,,,,,,,,,
05-11-2041,,,,,,,,,,,,,,
06-11-2041,,,,,,,,,,,,,,
07-11-2041,,,,,,,,,,,,,,
08-11-2041,,,,,,,,,,,,,,
09-11-2041,,,,,,,,,,,,,,
10-11-2041,,,,,,,,,,,,,,
11-11-2041,,,,,,,,,,,,,,
12-11-2041,,,,,,,,,,,,,,
13-11-2041,,,,,,,,,,,,,,
14-11-2041,,,,,,,,,,,,,,
15-11-2041,,,,,,,,,,,,,,
16-11-2041,,,,,,,,,,,,,,
17-11-2041,,,,,,,,,,,,,,
18-11-2041,,,,,,,,,,,,,,
19-11-2041,,,,,,,,,,,,,,
20-11-2041,,,,,,,,,,,,,,
21-11-2041,,,,,,,,,,,,,,
22-11-2041,,,,,,,,,,,,,,
23-11-2041,,,,,,,,,,,,,,
24-11-2041,,,,,,,,,,,,,,
25-11-2041,,,,,,,,,,,,,,
26-11-2041,,,,,,,,,,,,,,
27-11-2041,,,,,,,,,,,,,,
28-11-2041,,,,,,,,,,,,,,
29-11-2041,,,,,,,,,,,,,,
30-11-2041,,,,,,,,,,,,,,
01-12-2041,,,,,,,,,,,,,,
02-12-2041,,,,,,,,,,,,,,
03-12-2041,,,,,,,,,,,,,,
04-12-2041,,,,,,,,,,,,,,
05-12-2041,,,,,,,,,,,,,,
06-12-2041,,,,,,,,,,,,,,
07-12-2041,,,,,,,,,,,,,,
08-12-2041,,,,,,,,,,,,,,
09-12-2041,,,,,,,,,,,,,,
10-12-2041,,,,,,,,,,,,,,
11-12-2041,,,,,,,,,,,,,,
12-12-2041,,,,,,,,,,,,,,
13-12-2041,,,,,,,,,,,,,,
14-12-2041,,,,,,,,,,,,,,
15-12-2041,,,,,,,,,,,,,,
16-12-2041,,,,,,,,,,,,,,
17-12-2041,,,,,,,,,,,,,,
18-12-2041,,,,,,,,,,,,,,
19-12-2041,,,,,,,,,,,,,,
20-12-2041,,,,,,,,,,,,,,
21-12-2041,,,,,,,,,,,,,,
22-12-2041,,,,,,,,,,,,,,
23-12-2041,,,,,,,,,,,,,,
24-12-2041,,,,,,,,,,,,,,
25-12-2041,,,,,,,,,,,,,,
26-12-2041,,,,,,,,,,,,,,
27-12-2041,,,,,,,,,,,,,,
28-12-2041,,,,,,,,,,,,,,
29-12-2041,,,,,,,,,,,,,,
30-12-2041,,,,,,,,,,,,,,
31-12-2041,,,,,,,,,,,,,,
01-01-2042,,,,,,,,,,,,,,
02-01-2042,,,,,,,,,,,,,,
03-01-2042,,,,,,,,,,,,,,
04-01-2042,,,,,,,,,,,,,,
05-01-2042,,,,,,,,,,,,,,
06-01-2042,,,,,,,,,,,,,,
07-01-2042,,,,,,,,,,,,,,
08-01-2042,,,,,,,,,,,,,,
09-01-2042,,,,,,,,,,,,,,
10-01-2042,,,,,,,,,,,,,,
11-01-2042,,,,,,,,,,,,,,
12-01-2042,,,,,,,,,,,,,,
13-01-2042,,,,,,,,,,,,,,
14-01-2042,,,,,,,,,,,,,,
15-01-2042,,,,,,,,,,,,,,
16-01-2042,,,,,,,,,,,,,,
17-01-2042,,,,,,,,,,,,,,
18-01-2042,,,,,,,,,,,,,,
19-01-2042,,,,,,,,,,,,,,
20-01-2042,,,,,,,,,,,,,,
21-01-2042,,,,,,,,,,,,,,
22-01-2042,,,,,,,,,,,,,,
23-01-2042,,,,,,,,,,,,,,
24-01-2042,,,,,,,,,,,,,,
25-01-2042,,,,,,,,,,,,,,
26-01-2042,,,,,,,,,,,,,,
27-01-2042,,,,,,,,,,,,,,
28-01-2042,,,,,,,,,,,,,,
29-01-2042,,,,,,,,,,,,,,
30-01-2042,,,,,,,,,,,,,,
31-01-2042,,,,,,,,,,,,,,
01-02-2042,,,,,,,,,,,,,,
02-02-2042,,,,,,,,,,,,,,
03-02-2042,,,,,,,,,,,,,,
04-02-2042,,,,,,,,,,,,,,
05-02-2042,,,,,,,,,,,,,,
06-02-2042,,,,,,,,,,,,,,
07-02-2042,,,,,,,,,,,,,,
08-02-2042,,,,,,,,,,,,,,
09-02-2042,,,,,,,,,,,,,,
10-02-2042,,,,,,,,,,,,,,
11-02-2042,,,,,,,,,,,,,,
12-02-2042,,,,,,,,,,,,,,
13-02-2042,,,,,,,,,,,,,,
14-02-2042,,,,,,,,,,,,,,
15-02-2042,,,,,,,,,,,,,,
16-02-2042,,,,,,,,,,,,,,
17-02-2042,,,,,,,,,,,,,,
18-02-2042,,,,,,,,,,,,,,
19-02-2042,,,,,,,,,,,,,,
20-02-2042,,,,,,,,,,,,,,
21-02-2042,,,,,,,,,,,,,,
22-02-2042,,,,,,,,,,,,,,
23-02-2042,,,,,,,,,,,,,,
24-02-2042,,,,,,,,,,,,,,
25-02-2042,,,,,,,,,,,,,,
26-02-2042,,,,,,,,,,,,,,
27-02-2042,,,,,,,,,,,,,,
28-02-2042,,,,,,,,,,,,,,
01-03-2042,,,,,,,,,,,,,,
02-03-2042,,,,,,,,,,,,,,
03-03-2042,,,,,,,,,,,,,,
04-03-2042,,,,,,,,,,,,,,
05-03-2042,,,,,,,,,,,,,,
06-03-2042,,,,,,,,,,,,,,
07-03-2042,,,,,,,,,,,,,,
08-03-2042,,,,,,,,,,,,,,
09-03-2042,,,,,,,,,,,,,,
10-03-2042,,,,,,,,,,,,,,
11-03-2042,,,,,,,,,,,,,,
12-03-2042,,,,,,,,,,,,,,
13-03-2042,,,,,,,,,,,,,,
14-03-2042,,,,,,,,,,,,,,
15-03-2042,,,,,,,,,,,,,,
16-03-2042,,,,,,,,,,,,,,
17-03-2042,,,,,,,,,,,,,,
18-03-2042,,,,,,,,,,,,,,
19-03-2042,,,,,,,,,,,,,,
20-03-2042,,,,,,,,,,,,,,
21-03-2042,,,,,,,,,,,,,,
22-03-2042,,,,,,,,,,,,,,
23-03-2042,,,,,,,,,,,,,,
24-03-2042,,,,,,,,,,,,,,
25-03-2042,,,,,,,,,,,,,,
26-03-2042,,,,,,,,,,,,,,
27-03-2042,,,,,,,,,,,,,,
28-03-2042,,,,,,,,,,,,,,
29-03-2042,,,,,,,,,,,,,,
30-03-2042,,,,,,,,,,,,,,
31-03-2042,,,,,,,,,,,,,,
01-04-2042,,,,,,,,,,,,,,
02-04-2042,,,,,,,,,,,,,,
03-04-2042,,,,,,,,,,,,,,
04-04-2042,,,,,,,,,,,,,,
05-04-2042,,,,,,,,,,,,,,
06-04-2042,,,,,,,,,,,,,,
07-04-2042,,,,,,,,,,,,,,
08-04-2042,,,,,,,,,,,,,,
09-04-2042,,,,,,,,,,,,,,
10-04-2042,,,,,,,,,,,,,,
11-04-2042,,,,,,,,,,,,,,
12-04-2042,,,,,,,,,,,,,,
13-04-2042,,,,,,,,,,,,,,
14-04-2042,,,,,,,,,,,,,,
15-04-2042,,,,,,,,,,,,,,
16-04-2042,,,,,,,,,,,,,,
17-04-2042,,,,,,,,,,,,,,
18-04-2042,,,,,,,,,,,,,,
19-04-2042,,,,,,,,,,,,,,
20-04-2042,,,,,,,,,,,,,,
21-04-2042,,,,,,,,,,,,,,
22-04-2042,,,,,,,,,,,,,,
23-04-2042,,,,,,,,,,,,,,
24-04-2042,,,,,,,,,,,,,,
25-04-2042,,,,,,,,,,,,,,
26-04-2042,,,,,,,,,,,,,,
27-04-2042,,,,,,,,,,,,,,
28-04-2042,,,,,,,,,,,,,,
29-04-2042,,,,,,,,,,,,,,
30-04-2042,,,,,,,,,,,,,,
01-05-2042,,,,,,,,,,,,,,
02-05-2042,,,,,,,,,,,,,,
03-05-2042,,,,,,,,,,,,,,
04-05-2042,,,,,,,,,,,,,,
05-05-2042,,,,,,,,,,,,,,
06-05-2042,,,,,,,,,,,,,,
07-05-2042,,,,,,,,,,,,,,
08-05-2042,,,,,,,,,,,,,,
09-05-2042,,,,,,,,,,,,,,
10-05-2042,,,,,,,,,,,,,,
11-05-2042,,,,,,,,,,,,,,
12-05-2042,,,,,,,,,,,,,,
13-05-2042,,,,,,,,,,,,,,
14-05-2042,,,,,,,,,,,,,,
15-05-2042,,,,,,,,,,,,,,
16-05-2042,,,,,,,,,,,,,,
17-05-2042,,,,,,,,,,,,,,
18-05-2042,,,,,,,,,,,,,,
19-05-2042,,,,,,,,,,,,,,
20-05-2042,,,,,,,,,,,,,,
21-05-2042,,,,,,,,,,,,,,
22-05-2042,,,,,,,,,,,,,,
23-05-2042,,,,,,,,,,,,,,
24-05-2042,,,,,,,,,,,,,,
25-05-2042,,,,,,,,,,,,,,
26-05-2042,,,,,,,,,,,,,,
27-05-2042,,,,,,,,,,,,,,
28-05-2042,,,,,,,,,,,,,,
29-05-2042,,,,,,,,,,,,,,
30-05-2042,,,,,,,,,,,,,,
31-05-2042,,,,,,,,,,,,,,
01-06-2042,,,,,,,,,,,,,,
02-06-2042,,,,,,,,,,,,,,
03-06-2042,,,,,,,,,,,,,,
04-06-2042,,,,,,,,,,,,,,
05-06-2042,,,,,,,,,,,,,,
06-06-2042,,,,,,,,,,,,,,
07-06-2042,,,,,,,,,,,,,,
08-06-2042,,,,,,,,,,,,,,
09-06-2042,,,,,,,,,,,,,,
10-06-2042,,,,,,,,,,,,,,
11-06-2042,,,,,,,,,,,,,,
12-06-2042,,,,,,,,,,,,,,
13-06-2042,,,,,,,,,,,,,,
14-06-2042,,,,,,,,,,,,,,
15-06-2042,,,,,,,,,,,,,,
16-06-2042,,,,,,,,,,,,,,
17-06-2042,,,,,,,,,,,,,,
18-06-2042,,,,,,,,,,,,,,
19-06-2042,,,,,,,,,,,,,,
20-06-2042,,,,,,,,,,,,,,
21-06-2042,,,,,,,,,,,,,,
22-06-2042,,,,,,,,,,,,,,
23-06-2042,,,,,,,,,,,,,,
24-06-2042,,,,,,,,,,,,,,
25-06-2042,,,,,,,,,,,,,,
26-06-2042,,,,,,,,,,,,,,
27-06-2042,,,,,,,,,,,,,,
28-06-2042,,,,,,,,,,,,,,
29-06-2042,,,,,,,,,,,,,,
30-06-2042,,,,,,,,,,,,,,
01-07-2042,,,,,,,,,,,,,,
02-07-2042,,,,,,,,,,,,,,
03-07-2042,,,,,,,,,,,,,,
04-07-2042,,,,,,,,,,,,,,
05-07-2042,,,,,,,,,,,,,,
06-07-2042,,,,,,,,,,,,,,
07-07-2042,,,,,,,,,,,,,,
08-07-2042,,,,,,,,,,,,,,
09-07-2042,,,,,,,,,,,,,,
10-07-2042,,,,,,,,,,,,,,
11-07-2042,,,,,,,,,,,,,,
12-07-2042,,,,,,,,,,,,,,
13-07-2042,,,,,,,,,,,,,,
14-07-2042,,,,,,,,,,,,,,
15-07-2042,,,,,,,,,,,,,,
16-07-2042,,,,,,,,,,,,,,
17-07-2042,,,,,,,,,,,,,,
18-07-2042,,,,,,,,,,,,,,
19-07-2042,,,,,,,,,,,,,,
20-07-2042,,,,,,,,,,,,,,
21-07-2042,,,,,,,,,,,,,,
22-07-2042,,,,,,,,,,,,,,
23-07-2042,,,,,,,,,,,,,,
24-07-2042,,,,,,,,,,,,,,
25-07-2042,,,,,,,,,,,,,,
26-07-2042,,,,,,,,,,,,,,
27-07-2042,,,,,,,,,,,,,,
28-07-2042,,,,,,,,,,,,,,
29-07-2042,,,,,,,,,,,,,,
30-07-2042,,,,,,,,,,,,,,
31-07-2042,,,,,,,,,,,,,,
01-08-2042,,,,,,,,,,,,,,
02-08-2042,,,,,,,,,,,,,,
03-08-2042,,,,,,,,,,,,,,
04-08-2042,,,,,,,,,,,,,,
05-08-2042,,,,,,,,,,,,,,
06-08-2042,,,,,,,,,,,,,,
07-08-2042,,,,,,,,,,,,,,
08-08-2042,,,,,,,,,,,,,,
09-08-2042,,,,,,,,,,,,,,
10-08-2042,,,,,,,,,,,,,,
11-08-2042,,,,,,,,,,,,,,
12-08-2042,,,,,,,,,,,,,,
13-08-2042,,,,,,,,,,,,,,
14-08-2042,,,,,,,,,,,,,,
15-08-2042,,,,,,,,,,,,,,
16-08-2042,,,,,,,,,,,,,,
17-08-2042,,,,,,,,,,,,,,
18-08-2042,,,,,,,,,,,,,,
19-08-2042,,,,,,,,,,,,,,
20-08-2042,,,,,,,,,,,,,,
21-08-2042,,,,,,,,,,,,,,
22-08-2042,,,,,,,,,,,,,,
23-08-2042,,,,,,,,,,,,,,
24-08-2042,,,,,,,,,,,,,,
25-08-2042,,,,,,,,,,,,,,
26-08-2042,,,,,,,,,,,,,,
27-08-2042,,,,,,,,,,,,,,
28-08-2042,,,,,,,,,,,,,,
29-08-2042,,,,,,,,,,,,,,
30-08-2042,,,,,,,,,,,,,,
31-08-2042,,,,,,,,,,,,,,
01-09-2042,,,,,,,,,,,,,,
02-09-2042,,,,,,,,,,,,,,
03-09-2042,,,,,,,,,,,,,,
04-09-2042,,,,,,,,,,,,,,
05-09-2042,,,,,,,,,,,,,,
06-09-2042,,,,,,,,,,,,,,
07-09-2042,,,,,,,,,,,,,,
08-09-2042,,,,,,,,,,,,,,
09-09-2042,,,,,,,,,,,,,,
10-09-2042,,,,,,,,,,,,,,
11-09-2042,,,,,,,,,,,,,,
12-09-2042,,,,,,,,,,,,,,
13-09-2042,,,,,,,,,,,,,,
14-09-2042,,,,,,,,,,,,,,
15-09-2042,,,,,,,,,,,,,,
16-09-2042,,,,,,,,,,,,,,
17-09-2042,,,,,,,,,,,,,,
18-09-2042,,,,,,,,,,,,,,
19-09-2042,,,,,,,,,,,,,,
20-09-2042,,,,,,,,,,,,,,
21-09-2042,,,,,,,,,,,,,,
22-09-2042,,,,,,,,,,,,,,
23-09-2042,,,,,,,,,,,,,,
24-09-2042,,,,,,,,,,,,,,
25-09-2042,,,,,,,,,,,,,,
26-09-2042,,,,,,,,,,,,,,
27-09-2042,,,,,,,,,,,,,,
28-09-2042,,,,,,,,,,,,,,
29-09-2042,,,,,,,,,,,,,,
30-09-2042,,,,,,,,,,,,,,
01-10-2042,,,,,,,,,,,,,,
02-10-2042,,,,,,,,,,,,,,
03-10-2042,,,,,,,,,,,,,,
04-10-2042,,,,,,,,,,,,,,
05-10-2042,,,,,,,,,,,,,,
06-10-2042,,,,,,,,,,,,,,
07-10-2042,,,,,,,,,,,,,,
08-10-2042,,,,,,,,,,,,,,
09-10-2042,,,,,,,,,,,,,,
10-10-2042,,,,,,,,,,,,,,
11-10-2042,,,,,,,,,,,,,,
12-10-2042,,,,,,,,,,,,,,
13-10-2042,,,,,,,,,,,,,,
14-10-2042,,,,,,,,,,,,,,
15-10-2042,,,,,,,,,,,,,,
16-10-2042,,,,,,,,,,,,,,
17-10-2042,,,,,,,,,,,,,,
18-10-2042,,,,,,,,,,,,,,
19-10-2042,,,,,,,,,,,,,,
20-10-2042,,,,,,,,,,,,,,
21-10-2042,,,,,,,,,,,,,,
22-10-2042,,,,,,,,,,,,,,
23-10-2042,,,,,,,,,,,,,,
24-10-2042,,,,,,,,,,,,,,
25-10-2042,,,,,,,,,,,,,,
26-10-2042,,,,,,,,,,,,,,
27-10-2042,,,,,,,,,,,,,,
28-10-2042,,,,,,,,,,,,,,
29-10-2042,,,,,,,,,,,,,,
30-10-2042,,,,,,,,,,,,,,
31-10-2042,,,,,,,,,,,,,,
01-11-2042,,,,,,,,,,,,,,
02-11-2042,,,,,,,,,,,,,,
03-11-2042,,,,,,,,,,,,,,
04-11-2042,,,,,,,,,,,,,,
05-11-2042,,,,,,,,,,,,,,
06-11-2042,,,,,,,,,,,,,,
07-11-2042,,,,,,,,,,,,,,
08-11-2042,,,,,,,,,,,,,,
09-11-2042,,,,,,,,,,,,,,
10-11-2042,,,,,,,,,,,,,,
11-11-2042,,,,,,,,,,,,,,
12-11-2042,,,,,,,,,,,,,,
13-11-2042,,,,,,,,,,,,,,
14-11-2042,,,,,,,,,,,,,,
15-11-2042,,,,,,,,,,,,,,
16-11-2042,,,,,,,,,,,,,,
17-11-2042,,,,,,,,,,,,,,
18-11-2042,,,,,,,,,,,,,,
19-11-2042,,,,,,,,,,,,,,
20-11-2042,,,,,,,,,,,,,,
21-11-2042,,,,,,,,,,,,,,
22-11-2042,,,,,,,,,,,,,,
23-11-2042,,,,,,,,,,,,,,
24-11-2042,,,,,,,,,,,,,,
25-11-2042,,,,,,,,,,,,,,
26-11-2042,,,,,,,,,,,,,,
27-11-2042,,,,,,,,,,,,,,
28-11-2042,,,,,,,,,,,,,,
29-11-2042,,,,,,,,,,,,,,
30-11-2042,,,,,,,,,,,,,,
01-12-2042,,,,,,,,,,,,,,
02-12-2042,,,,,,,,,,,,,,
03-12-2042,,,,,,,,,,,,,,
04-12-2042,,,,,,,,,,,,,,
05-12-2042,,,,,,,,,,,,,,
06-12-2042,,,,,,,,,,,,,,
07-12-2042,,,,,,,,,,,,,,
08-12-2042,,,,,,,,,,,,,,
09-12-2042,,,,,,,,,,,,,,
10-12-2042,,,,,,,,,,,,,,
11-12-2042,,,,,,,,,,,,,,
12-12-2042,,,,,,,,,,,,,,
13-12-2042,,,,,,,,,,,,,,
14-12-2042,,,,,,,,,,,,,,
15-12-2042,,,,,,,,,,,,,,
16-12-2042,,,,,,,,,,,,,,
17-12-2042,,,,,,,,,,,,,,
18-12-2042,,,,,,,,,,,,,,
19-12-2042,,,,,,,,,,,,,,
20-12-2042,,,,,,,,,,,,,,
21-12-2042,,,,,,,,,,,,,,
22-12-2042,,,,,,,,,,,,,,
23-12-2042,,,,,,,,,,,,,,
24-12-2042,,,,,,,,,,,,,,
25-12-2042,,,,,,,,,,,,,,
26-12-2042,,,,,,,,,,,,,,
27-12-2042,,,,,,,,,,,,,,
28-12-2042,,,,,,,,,,,,,,
29-12-2042,,,,,,,,,,,,,,
30-12-2042,,,,,,,,,,,,,,
31-12-2042,,,,,,,,,,,,,,
01-01-2043,,,,,,,,,,,,,,
02-01-2043,,,,,,,,,,,,,,
03-01-2043,,,,,,,,,,,,,,
04-01-2043,,,,,,,,,,,,,,
05-01-2043,,,,,,,,,,,,,,
06-01-2043,,,,,,,,,,,,,,
07-01-2043,,,,,,,,,,,,,,
08-01-2043,,,,,,,,,,,,,,
09-01-2043,,,,,,,,,,,,,,
10-01-2043,,,,,,,,,,,,,,
11-01-2043,,,,,,,,,,,,,,
12-01-2043,,,,,,,,,,,,,,
13-01-2043,,,,,,,,,,,,,,
14-01-2043,,,,,,,,,,,,,,
15-01-2043,,,,,,,,,,,,,,
16-01-2043,,,,,,,,,,,,,,
17-01-2043,,,,,,,,,,,,,,
18-01-2043,,,,,,,,,,,,,,
19-01-2043,,,,,,,,,,,,,,
20-01-2043,,,,,,,,,,,,,,
21-01-2043,,,,,,,,,,,,,,
22-01-2043,,,,,,,,,,,,,,
23-01-2043,,,,,,,,,,,,,,
24-01-2043,,,,,,,,,,,,,,
25-01-2043,,,,,,,,,,,,,,
26-01-2043,,,,,,,,,,,,,,
27-01-2043,,,,,,,,,,,,,,
28-01-2043,,,,,,,,,,,,,,
29-01-2043,,,,,,,,,,,,,,
30-01-2043,,,,,,,,,,,,,,
31-01-2043,,,,,,,,,,,,,,
01-02-2043,,,,,,,,,,,,,,
02-02-2043,,,,,,,,,,,,,,
03-02-2043,,,,,,,,,,,,,,
04-02-2043,,,,,,,,,,,,,,
05-02-2043,,,,,,,,,,,,,,
06-02-2043,,,,,,,,,,,,,,
07-02-2043,,,,,,,,,,,,,,
08-02-2043,,,,,,,,,,,,,,
09-02-2043,,,,,,,,,,,,,,
10-02-2043,,,,,,,,,,,,,,
11-02-2043,,,,,,,,,,,,,,
12-02-2043,,,,,,,,,,,,,,
13-02-2043,,,,,,,,,,,,,,
14-02-2043,,,,,,,,,,,,,,
15-02-2043,,,,,,,,,,,,,,
16-02-2043,,,,,,,,,,,,,,
17-02-2043,,,,,,,,,,,,,,
18-02-2043,,,,,,,,,,,,,,
19-02-2043,,,,,,,,,,,,,,
20-02-2043,,,,,,,,,,,,,,
21-02-2043,,,,,,,,,,,,,,
22-02-2043,,,,,,,,,,,,,,
23-02-2043,,,,,,,,,,,,,,
